,SMILES,Ki (nM)
19726,NC(=O)c1ccccc1OCCCN1CCC(CC1)c1cn(c2ccccc12)S(=O)(=O)c1ccccc1,0.5623692485285396
19727,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,0.5858404749739572
19728,COc1cc2CCN3CCc4c(CC3c2cc1O)ccc(OC)c4O,0.5930350910337214
19729,COc1ccccc1N1CCN(CCCNC(=O)c2ccc(COCCOCCOCCOCCOCCOCc3ccc(cc3)C(=O)NCCCN3CCN(CC3)c3ccccc3OC)cc2)CC1,0.5538022595766281
19730,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12,0.5048608996426505
19731,COc1ccc2cc(ccc2c1)S(=O)(=O)N[C@H]1CCN(CCCc2noc3ccccc23)C1,0.5800735835164312
19732,C[C@H]1C[C@@H](CN1CCCc1noc2cc(F)ccc12)NS(=O)(=O)c1cc2ccccc2s1,0.5738859837005397
19733,Cc1cccc(N2CCN(CCc3ccc4nn[nH]c4c3)CC2)c1C,0.5641710909040831
19734,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.5250545128572753
19735,Fc1ccc(cc1)C(=O)C1CCN(CCC2CCc3ccccc3C2=O)CC1,0.5525093242388637
19736,COc1c(cc(Br)c2ccccc12)C(=O)N[C@@H]1CCN(C1)C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0.5118289498694922
19737,Cn1c(SCCCN2CC3CCN(C3C2)c2cccc(c2)C#N)nnc1-c1cnccn1,0.5044617657827577
19738,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O)NC[C@H](CCCCNC(=O)CS(=O)C[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1)NC(=O)CS(=O)C[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,0.5151699591954444
19739,Cn1c(SCCCN2CC3CCN(C3C2)c2ccc(cc2)C(F)(F)F)nc2ccccc12,0.5947222319037272
19740,Fc1ccc2c(noc2c1)C1CCN(CC2CC(=O)c3ccccc3C2)CC1,0.5892880469256188
19741,Nc1ccc(nc1)C#CCCN1CCC(=CC1)c1ccccc1,0.5578896381082917
19742,CCCN(CCCCc1cn(CCOCCOCCOCCOCCOCCn2cc(CCCCN(CCC)C3Cc4ccccc4C3)nn2)nn1)C1Cc2ccccc2C1,0.5594772673719082
19743,Cc1ncoc1-c1nnc(SCCCN2C[C@H]3CCN([C@H]3C2)c2ccc(cc2F)C(F)(F)F)n1C,0.5199964890813489
19744,CN(C)C[C@H]1CC2[C@H](O1)c1cc(Br)ccc1Oc1ccccc21,0.5071764630558814
19745,Oc1cccc2C3CCN(CC=C)[C@@H]3CCc12,0.5646048145233272
19746,CCCCn1cc(CCCOc2ccc(CN3CCN(CC3)c3ccccc3OC)cc2OC)nn1,0.5876607995138688
19747,COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cc3ccccc3[nH]2)CC1,0.5894880034991968
19748,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc(cc3)-c3ccsc3)CC2)c1Cl,0.5225782172001708
19749,CN(CC\C=C1/c2ccccc2Sc2ccc(Cl)cc12)Cc1ccc(OCCCN2CCCCC2)cc1,0.5658370248463473
19750,COc1ccc2CCN(C)CCc3ccccc3Cc2c1,0.555800385720889
19751,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(cc2)-c2ccccc2)CC1,0.5900304430242922
19752,O=C1CCc2ccccc2N1OCCN1CCC(CC1)n1c2ccccc2[nH]c1=O,0.5442935760652315
19753,CC(C)c1ccccc1OCCN1CCC(CC1)N(C)S(=O)(=O)c1cccc(F)c1,0.5819289162252774
19754,CN(CC1CCN(CCOc2ccccc2F)CC1)C(c1ccc(Cl)cc1)c1ccccn1,0.5784175445377882
19755,CCCN(Cc1ccccc1)[C@@H]1CCc2c(C1)cccc2OC,0.5000507810397414
19756,NC(=O)CN1CCC(N2CC(=O)N3CCC[C@H]3C2=O)C1=O,0.5474298545900655
19757,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(I)ccc3s2)CC1,0.5200802431870821
19758,COc1cccc2[C@H](CN(C)CCc3ccc4ccoc4c3)CCCc12,0.5596225490099795
19759,Nc1nc2CC[C@@H](CCCNCCCCCc3ccc(O)c(O)c3)Cc2s1,0.511203413490794
19760,CCCN(CCC)C1CCc2c(O)cccc2C1,0.5429399314564453
19761,CCCN(CCN1CCN(CC1)c1cccc(Cl)c1Cl)C1CCc2nc(N)sc2C1,0.5145767573159875
19762,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(cc2)-c2ccccc2)CC1,0.5129920804649547
19763,COc1ccccc1C1CC1CNCCCCOc1ccc2CCC(=O)Nc2c1,0.5741663173598864
19764,COc1ccccc1N1CCN(C\C=C\CNC(=O)c2ccc(OCCOCCF)cc2)CC1,0.5196750395790289
19765,CCCN(CCC)C1CCc2ccc(O)cc2C1,0.5848698300742489
19766,Clc1ccccc1N1CCN(CCc2ccc3nc[nH]c3c2)CC1,0.5521096950059896
19767,C[NH+](C)C1CCc2cc(O)c(O)cc2C1,0.5008598105826203
19768,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2)c1Cl,0.5306855918459934
19769,CN(CC1CCN(CCOc2ccccc2)CC1)[C@H](c1ccc(Cl)cc1)c1ccccn1,0.5555053146752931
19770,CCS(=O)(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,0.5087207341218448
19771,FC(F)(F)c1nc2ccc3CCC(CNCc4ccccc4)Oc3c2[nH]1,0.5328485547434466
19772,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31,0.5158016345230194
19773,CC1CCN(C(C)=O)c2c(CCN3CCN(CC3)c3nsc4ccccc34)cc(Cl)cc12,0.5365923812402705
19774,COc1ccc(cc1)N(Cc1ccccc1)NC(=O)NCCCN1CCN(CC1)c1ccccc1OC,0.5847054280526934
19775,COc1cc(CCNCCc2ccc(O)c3[nH]c(=O)ccc23)ccc1OCCCc1ccccc1,0.5515234603014925
19776,CCCCCCCCCN(CCC)[C@H]1CCc2c(O)cccc2C1,0.605732705373716
19777,CC(C)Oc1ccccc1N1CCN(Cc2cccc(CN3C(=O)CCC3=O)c2)CC1,0.6704451672014292
19778,CC1CC(=O)Nc2c(CCN3CCN(CC3)c3noc4ccccc34)cccc12,0.6231575208887783
19779,Fc1ccc(\C=C\C(=O)N[C@H]2CC[C@H](CCN3Cc4ccc(Br)cc4C3)CC2)cc1,0.6530652401842159
19780,Oc1cccc2C3CCN(CC=C)C3CCc12,0.6562069177133891
19781,COc1ccccc1N1CCN(CCCc2ccc3nc[nH]c3c2)CC1,0.6747061568266968
19782,Cn1ccc2c1CCCN(CCN1CCN(CC1)c1nsc3ccccc13)C2=O,0.6864147944304003
19783,ClC1CC(C1)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1,0.6503947713149453
19784,COc1cc2CCN3CC[C@](O)(C[C@@H]3c2cc1O)c1ccc(Cl)cc1,0.6066808027870361
19785,C(COc1ccc(cc1)-c1nc2ccccc2[nH]1)CN1CCN(CC1)c1ccccn1,0.6861024446056665
19786,FC(F)(F)c1cccc(c1)C1CCNC1,0.6097556191807633
19787,CCCCS(=O)(=O)N(C)Cc1ccc(CN2CCN(CC2)c2ccccc2OC(C)C)n1C,0.6249235924478241
19788,Cc1c([nH]c(=O)n1C1CCN(Cc2cccc(C)c2)CC1)-c1ccccc1,0.6542441626804338
19789,COc1ccccc1N1CCN(Cc2cn3nc(Cl)ccc3n2)CC1,0.6673557971030759
19790,CCCN(CCC)[C@@H]1CCc2c(C1)ccc(CCc1ccc(cc1)C(F)(F)F)c2OC,0.6439349411938962
19791,C[C@@H]1CN(CCN1CC[C@@H]1OCCc2cc(ccc12)C(N)=O)c1cccc2cc(F)ccc12,0.6823236097032077
19792,CN1CCN(CC1)C1=c2ccccc2=Nc2ccc(Cl)cc2N1,0.6220420878835422
19793,CCCN(CCCCN(CCC)[C@H]1CCc2c(O)cccc2C1)[C@H]1CCc2c(O)cccc2C1,0.6071576165914793
19794,CCN(C)CCc1c([nH]c2ccccc12)-c1cccs1,0.6444517594433746
19795,Cl.COc1ccccc1\C=C\C(=O)N[C@H]1CC[C@H](CCN2CCc3ccc(OS(C)(=O)=O)cc3CC2)CC1,0.6130626192866112
19796,ClCCCN1CC[C@@H]2[C@H]1CCc1cccc(Br)c21,0.6075626746226531
19797,CCCN1CC[C@@H]2[C@H]1CCc1cccc(C(C)=O)c21,0.6290290564147508
19798,CCCN(CCC)[C@@H]1Cc2cccc3n(CCCCNC(=O)c4cc5ccccc5[nH]4)c(=O)n(C1)c23,0.6501491888406987
19799,Nc1ccc2Cc3cccc(C(=O)NCCCCN4CCN(CC4)c4cccc(Cl)c4Cl)c3-c2c1,0.6672037505102288
19800,CCCN(CCC)C1CCc2c(C1)cccc2OC,0.6129305493513583
19801,CCCN(CCCCCN(CCC)[C@H]1CCc2c(O)cccc2C1)[C@H]1CCc2c(O)cccc2C1,0.6928953162979838
19802,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31,0.674443221938866
19803,COc1cc(CN2CCN(CC2)c2ccccc2OC)ccc1OCC#C,0.6481164189903666
19804,CCCN(CCC)C1CN2C(=O)CNc3cccc(C1)c23,0.681418048657887
19805,COCOc1ccccc1OCCNCC1COCC(O1)(c1ccccc1)c1ccccc1,0.6811840627938343
19806,CO[C@H](C(C)C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1,0.623410229599376
19807,C1Cc2ccc3[nH]ccc3c2CC1N1CCCCCC1,0.6683997516259657
19808,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2ccccn2)CC1)c1cccs1,0.6314541889703802
19809,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,0.6739316373684926
19810,Cn1ncc2c1CCCC(CCN1CCN(CC1)c1nsc3ccccc13)C2=O,0.6078709958900758
19811,COc1cc2CCN(Cc3ccccc3CNC(=O)c3ccccc3OC)Cc2cc1O,0.6243079704988378
19812,Cc1nc(no1)-c1ccc(CSc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,0.6558096937504736
19813,CC1CC(=O)Nc2c(CCN3CCN(CC3)c3noc4ccccc34)cc(F)cc12,0.6759309224111649
19814,O=C(N[C@H]1CCN(Cc2ccccc2)C1)c1cccc(c1)-c1ccsc1,0.694337690728574
19815,Cn1ncc2c1CCCC(CCN1CCC(CC1)c1noc3ccccc13)C2=O,0.6207921891216798
19816,Fc1ccc2CCC(=O)N(CCCN3CCC(CC3)n3c4ccccc4[nH]c3=O)c2c1,0.6881209311493
19817,CC(C)C[C@H](N1CC(=O)N2CCC[C@H]2C1=O)C(=O)NCC(N)=O,0.6029911506820255
19818,CN1CCN(CC1)C1=c2ccccc2=Nc2ccc(Cl)cc2N1,0.6106558511337298
19819,COc1c(cc(Br)c2ccccc12)C(=O)NC[C@@H]1CCCN1C1CCCCCC1,0.6170271255829696
19820,FCCOc1ccccc1N1CCN(Cc2cc3ccccn3n2)CC1,0.6600301610935261
19821,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3s2)CC1,0.654960598511847
19822,COc1ccccc1N1CCN(Cc2cn3nc(Cl)ccc3n2)CC1,0.6760509503015175
19823,Fc1ccc(cc1)C(=O)C1CCN(CCN2C(=O)OCc3cc(CCCCN4CCOCC4)ccc23)CC1,0.6122815241298731
19824,Fc1ccccc1OCCN1CCC2(CCN2c2ccc(Cl)cc2)CC1,0.6745911998912077
19825,OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12,0.6595952880245324
19826,CCN(CC)C(=O)N[C@H]1CC[C@H](CCN2CCc3ccc(Cl)cc3[C@@H](C)C2)CC1,0.6256129647244901
19827,OC(=O)C(F)(F)F.CCCN(CCN1CCN(CC1)c1c(Cl)ccc2[nH]ccc12)[C@H]1CCc2nc(N)sc2C1,0.6707570294223234
19828,CC(C)Oc1ccccc1N1CCN(CC1)[C@@H]1CC[C@@H](CC1)NS(=O)(=O)c1ccc(F)cc1,0.6430462913895257
19829,Clc1cccc(N2CCN(CCCCCOc3cc4ccccc4cn3)CC2)c1Cl,0.662286193332511
19830,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,0.6835261685871705
19831,COc1ccccc1N1CCN(CCCCn2cc(nn2)-c2ccc(cc2)-c2ccccc2)CC1,0.6289467526665026
19832,O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1)c1ccccc1,0.6209506178031107
19833,O=C1N(CCCCCN2CCN(CC2)c2ccccn2)S(=O)(=O)c2ccccc12,0.6366531520435311
19834,CCN(CCN1CCC(CC1)c1c[nH]c2cc(F)ccc12)C(=O)CCO,0.6412734624265299
19835,CCCN(CCC)C1CCc2cccc(O)c2C1,0.6197912249202127
19836,CCCN(CCC)[C@H]1CCn2c(C1)ccc2C=O,0.6224224089244961
19837,C(COc1ccc2[nH]cnc2c1)CN1CCN(CC1)c1ccccc1,0.6798874205408387
19838,Clc1ccc(cc1)N1CCN(Cc2c[nH]c3ccccc23)CC1,0.6576199870562647
19839,CC1(CCN(CCOc2ccccc2OC(F)(F)F)CC1)Oc1ccccc1,0.6319472905949362
19840,O=C1CCc2cccc(CCN3CCN(CC3)c3nsc4ccccc34)c2N1,0.6386687975787108
19841,CC(C)Oc1ccccc1N1CCN(CC1)[C@H]1CC[C@@H](CC1)NS(=O)(=O)c1ccccc1[N+]([O-])=O,0.6756964296132398
19842,CCN(CCN1CCC(CC1)c1noc2cc(F)ccc12)C(=O)C1CC(O)C1,0.6628969381163669
19843,CN1Cc2c(cccc2C(=O)N[C@H]2CC[C@H](CCN3C[C@@H]4C[C@@]4(C3)c3cc(on3)C(C)(F)F)CC2)C1=O,0.6260883381048615
19844,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c2cccc1-c1ccc(CO)cc1,0.6109434908025715
19845,COc1c(cc(Br)c2ccccc12)C(=O)NC[C@@H]1CCCN1C1CCCCCC1,0.6404188989843447
19846,CCCN(CCCCNC(=O)c1ccc(cc1)-c1ccccc1)C1CCn2ncc(Cl)c2C1,0.6003384955369377
19847,Fc1ccc2c(CCCN3CCC(CS(=O)(=O)c4ccc(cc4)C(F)(F)F)C3)noc2c1,0.6661303329916678
19848,COc1ccc(CCN(C)CCN2CCN(C2=O)c2cccc(Cl)c2)cc1OC,0.6412677968543964
19849,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3c4CCc5ccc(CCc(cc4)c3o2)cc5)CC1,0.6834884291612968
19850,COc1ccccc1N1CCN(CCCCN2C(=O)NC3(CCc4ccccc34)C2=O)CC1,0.6057199041300674
19851,CN1CCN(CC1)C1=c2ccccc2=Nc2ccc(Cl)cc2N1,0.6799523787682443
19852,Cc1c(n[nH]c1C1=CCN(CCc2ccccc2)CC1)-c1ccccc1,0.6992870153245121
19853,CCCN(CCC)[C@@H]1CCc2cccc(O)c2C1,0.6323533508768227
19854,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(C3C2)c2ccc(cc2)C(F)(F)F)n1C,0.6019520061590018
19855,COC(=O)c1coc2CC(CN3CCC(CC3)c3noc4cc(F)ccc34)CC(=O)c12,0.6535808867651983
19856,Oc1cccc(c1)N1CCN(Cc2ccccc2)CC1,0.6734673339721599
19857,Clc1cccc(N2CCN(CCNC(=O)c3ccc(cc3)C#C)CC2)c1Cl,0.6680589335949233
19858,NC(=O)c1ccc2C(CCN3CCC(=CC3)c3cccc4ccc(F)cc34)OCCc2c1,0.6584643596146159
19859,Fc1ccc(cc1)C(=O)NCCN1CCN(CC1)C1CCCc2ccccc12,0.6786240180133777
19860,Clc1cc(CCN2CCN(CC2)c2ccccc2)cc2[nH]cnc12,0.691482606597279
19861,COc1ccccc1N1CCN(CC1)C1CC2CC(CC2C1)NC1CC2CC(CC2C1)N1CCN(CC1)c1ccccc1OC,0.6623248386419636
19862,[Fe]123456789C%10C1=C2C3=C4%10.N(CCCCN1CCN(CC1)c1c(cccc1)OC)C(C51C6=C7C8=C91)=O,0.6358080062182131
19863,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.613993476409299
19864,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12,0.6264984162357107
19865,Oc1ccc2[C@@H]3CN(CC=C)Cc4cccc(Cc2c1O)c34,0.6338229833533905
19866,Cc1cc(on1)-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(cc3)C(F)(F)F)C2)n1C,0.6426487177385118
19867,OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12,0.6059034521795463
19868,CN1CCc2ccc3Cc4cccc5C[C@]1(C)c2c3-c45,0.6948325732387841
19869,CC(C)C(O)c1cccc(CN2CCN(CC2)c2ccccc2C)c1,0.6881033514242418
19870,OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12,0.679455046337291
19871,O[C@@H](CCCN1CCC(O)(CC1)c1ccc(Cl)cc1)c1ccc(F)cc1,0.6681687294843572
19872,Fc1ccc(cc1)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,0.6597981637692368
19873,CCCN1CC[C@@H]2Cc3c(C[C@@H]12)cccc3OC,0.6984727241574156
19874,CO[C@@]1(C)c2cccc3C[C@H]4N(C)CCc5ccc1c(-c23)c45,0.6989679408815144
19875,OC(=O)C(F)(F)F.Nc1nc2CC[C@@H](Cc2s1)N(CCN1CCN(CC1)c1ccc2[nH]ccc2c1Cl)CC#N,0.610163296936522
19876,CC1(C)CN(CCN2CCC(CC2)c2noc3cc(F)ccc23)C(=O)c2ncccc12,0.6491238551665384
19877,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,0.6578507304497984
19878,CN1CCN(CC1)C1=c2ccccc2=Nc2ccc(Cl)cc2N1,0.612789324122865
19879,CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1,0.6163127109317289
19880,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1)C1CCC1,0.6025340084302008
19881,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12,0.6154644209209708
19882,Clc1cccc(N2CCN(CCNC(=O)c3ccc(cc3)C#C)CC2)c1Cl,0.6224090059276657
19883,Clc1cccc(c1)N1CCN(CCN2Cc3ccccc3C2)C1=O,0.6846331034536918
19884,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccccc2)c2ccccc2)CC1,0.6691001833922857
19885,CCCCN1CCC[C@H]1CNC(=O)c1cc(cc2C[C@H](C)Oc12)S(N)(=O)=O,0.67654052422463
19886,COc1cc2CCN3CC[C@](O)(C[C@@H]3c2cc1O)c1ccc(Cl)cc1,0.6515818105462355
19887,CCO[C@]1(CC)c2cccc3C[C@H]4N(C)CCc5ccc1c(-c23)c45,0.6223834278968117
19888,CCCN(CCC)C1CCc2cccc(O)c2C1,0.6320134810876175
19889,CN(C)C(=O)N[C@@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,0.6455600936696207
19890,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@@H]12,0.6720399586270737
19891,COc1cc2CCN3Cc4ccsc4C[C@H]3c2cc1O,0.6772268915750624
19892,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1)C1CCC1,0.6302258170833928
19893,O[C@@H](CCCN1CCC(O)(CC1)c1ccc(Cl)cc1)c1ccc(F)cc1,0.6509376647941272
19894,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CCCCNC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)NCC[S@](=O)C[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,0.6850867271341773
19895,COc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(OC)c4OC,0.6931621756550298
19896,CCCN(CCN1CCN(CC1)c1ccc2[nH]ccc2c1Cl)C1CCc2c(O)cccc2C1,0.6927112574495332
19897,CS(=O)(=O)Nc1ccc2CCC(CNCCCO)Oc2c1,0.6576770516412676
19898,Clc1ccc2n(C3CCN(CCCCc4nc5ccccc5o4)CC3)c(=O)[nH]c2c1,0.6131218250430052
19899,CCCN1CCC(C1)c1cccc2ccccc12,0.6159804829998754
19900,CCCN1CCN(CC1)c1cccc(O)c1,0.6599370261887096
19901,C(N1CCC(=CC1)c1c[nH]c2ccccc12)c1cccs1,0.6875565336825209
19902,CCCN1CC[C@@H]2[C@H]1CCc1cccc(C(C)=O)c21,0.6798756957133699
19903,CC(C)Oc1ccccc1N1CCN(Cc2ccc(CN(C(C)C)C(=O)C(C)C)n2C)CC1,0.6321602021273875
19904,CCCN1CC[C@@H]2[C@H]1CCc1cccc(C(C)=O)c21,0.6129454058378605
19905,C(CCc1ccc2ccccc2n1)CN1CCc2c(C1)[nH]c1ccccc21,0.6883280774151389
19906,Oc1ccc2CC[C@H](CNCc3ccc(I)cc3)Oc2c1,0.6295409051187157
19907,COc1ccc2Cc3ccccc3CCCN(C)CCc2c1,0.6209615375906978
19908,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12,0.6643333580047013
19909,CCc1cccc(N2CCN(C[C@H](O)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,0.6609055008805458
19910,Clc1cccc(N2CCN(CCCCN3C(=O)c4ccccc4C3=O)CC2)c1Cl,0.6734016117529175
19911,CCCN(CCN1CCC(CC1)c1noc2cc(F)ccc12)C(=O)C(C)O,0.6503175779342208
19912,COc1cc(N)c(Cl)cc1C(=O)NC1C[C@H]2CC[C@H](C1)N2CC1CCCO1,0.6563907817420798
19913,Clc1ccc2cc(ccc2c1)S(=O)(=O)N[C@H]1CCN(CCCc2noc3ccccc23)C1,0.6219922422436258
19914,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccn3n2)CC1,0.6202692026287074
19915,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12,0.6833417734209729
19916,CN1CCC(=CC1)C1=Cc2ccccc2Cc2ccccc12,0.6819731475077595
19917,O=C(NCCCCN1CCN(CC1)c1ccccc1C#N)c1ccc(cc1)-c1ccsc1,0.671648587591284
19918,Cc1cccc(c1)S(=O)(=O)CC1CCN(CCCc2noc3cc(F)ccc23)C1,0.6263407727227158
19919,O=C1N(CCCCCN2CCN(CC2)c2ccccn2)S(=O)(=O)c2ccccc12,0.6277752636285551
19920,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(F)cc2)CC1,0.6917884401528699
19921,Cc1c(n[nH]c1C1=CCN(CCc2ccccc2)CC1)-c1ccccc1,0.658980467558393
19922,Clc1cccc(C2CCN(CCCOc3ccc4scnc4c3)CC2)c1Cl,0.6960571773468865
19923,Cc1ccn2cc(nc2c1)-c1ccc(OCCCN2CCN(CC2)c2cccc(Cl)c2Cl)cc1,0.6558836426186277
19924,COc1ccncc1S(=O)(=O)N[C@H]1CC[C@H](CC1)N1CCN(CC1)c1ccccc1OC(C)C,0.6830805008761027
19925,O=C1C2C(C3C=CC2C2CCC32)C(=O)N1CCCCN1CCN(CC1)c1ncccn1,0.6972333039616956
19926,COc1ccccc1N1CCN(CCNC(=O)c2cnn3ccccc23)CC1,0.6469286361029454
19927,OC(CCCN1CCC(O)(CC1)c1ccc(Cl)cc1)c1ccc(F)cc1,0.650886374500543
19928,COc1ccccc1N1CCN(CCCCNC(=O)c2ccccc2)CC1,0.6104691908065345
19929,COc1cc2CCN3CCc4c(CC3c2cc1O)ccc(OC)c4OC,0.6565419481070075
19930,CCn1c(cccc1=O)C(=O)N[C@H]1CC[C@H](CCN2C[C@@H]3C[C@@]3(C2)c2cc(on2)C(C)(F)F)CC1,0.6873883436096697
19931,Fc1ccccc1OCCN1CCC2(CCN2c2ccc(Cl)cc2)CC1,0.6244412670270327
19932,CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(Cl)cc12,0.6734318632088094
19933,CCCN(CCN1CCN(CC1)c1ccccc1OC)C1CCc2c(O)cccc2C1,0.6091823829754889
19934,CCN1CCC[C@H]1CNC(=O)c1cc2cc(Br)ccc2cc1OC,0.6897891714549745
19935,C[C@H]1C=C(CCN1C)C1=Nc2cc(C)ccc2Nc2ccc(Cl)cc12,0.6222565280242871
19936,Cc1cccc(n1)-c1ccc(cc1)C(=O)NC\C=C\CN1CCN(CC1)c1cccc(Cl)c1Cl,0.6584159976625558
19937,Clc1ccc(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccc(OC3CCNCC3)c(Br)c2)C1,0.6995909008801187
19938,Cn1c(CN2CCC(CC2)c2nsc3ccccc23)nc2ccccc12,0.6466285935684688
19939,CCOCCOc1cccc(c1)C(=O)NCCCCN1CCN(CC1)c1ccccc1OC,0.6301738936641037
19940,COc1ccccc1N1CCN(CCCCn2cc(nn2)-c2ccc(cc2)-c2ccccc2)CC1,0.6849951076375269
19941,Cc1cc(=O)oc2cc(OCCCN3CCN(CC3)c3ccccn3)ccc12,0.6687758565562908
19942,Nc1cccc(c1)C#CCCN1CCC(=CC1)c1ccccc1,0.6685265068327587
19943,Fc1ccc(cc1)C(=O)C1CCN(CC2CC(=O)c3ccccc3C2)CC1,0.6048637226059718
19944,Cc1nn(C)c2CCCN(CCN3CCC(CC3)c3noc4ccccc34)C(=O)c12,0.6812979910383282
19945,Clc1cccc(c1)N1CCN(CCN2Cc3ccccc3C2)C1=O,0.6744766617538546
19946,CC1CC(=O)N2CCCc3cc(CCCCN4CCC(CC4)c4noc5cc(F)ccc45)cc1c23,0.6739785657364634
19947,Cc1cc2c(CCCN(CCN3CCN(CC3)c3nsc4ccccc34)C2=O)n1C,0.6010036562296747
19948,CN1CCN(CC1)C1Cn2cccc2Sc2ccccc12,0.6397346237370286
19949,Clc1cccc(N2CCN(CCCCNC(=O)N3CCC(CC3)c3ccccc3)CC2)c1Cl,0.6843376301875073
19950,CC(=O)NC1(C)CCN(C[C@H]2COc3ccc(Br)cc3O2)CC1,0.6257577957334498
19951,FC(F)(F)c1cccc(c1)N1CCN(CCCN=C(NC#N)c2ccccn2)CC1,0.6215959622266125
19952,O=C(Cc1ccccn1)Nc1ccc(CCN2CCN(CC2)c2ccccc2)cc1,0.6141390155899111
19953,CCCN(CCC)C1CCc2c(C1)ccc(F)c2N,0.6195207413890592
19954,Fc1ccc2c(noc2c1)C1CCN(CCN2CCc3cccnc3C2=O)CC1,0.6461639524739351
19955,Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ncccn1,0.660741429431811
19956,COc1ccccc1N1CCN(CCCCNC(=O)c2cccc3ccnn23)CC1,0.6476339174235936
19957,OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12,0.6378500654350846
19958,CN1CCc2c(Cl)c(O)c(O)cc2C(C1)c1ccccc1,0.6629079624230497
19959,CN1CCN(CC1)C1=c2ccccc2=Nc2ccc(Cl)cc2N1,0.6178961359776353
